Date,Open,High,Low,Close,Adj Close,Volume
04-05-2016,8.785,8.7925,8.6,8.69,8.515241,52576400
05-05-2016,8.7625,8.845,8.6775,8.7425,8.566686,24688400
06-05-2016,8.7275,8.855,8.71,8.8325,8.654875,18324000
09-05-2016,8.855,8.8925,8.7475,8.82,8.642629,33333600
10-05-2016,8.875,9.005,8.79,8.99,8.809205,26967600
11-05-2016,9.0175,9.115,8.9675,9.015,8.833704,32817600
12-05-2016,9.08,9.12,8.7325,8.8925,8.713671,67054000
13-05-2016,9.7975,10.25,9.75,10.245,10.038968,211025600
16-05-2016,10.1675,10.7,10.135,10.5475,10.335384,97303200
17-05-2016,10.5,10.645,10.365,10.57,10.357431,62839200
18-05-2016,10.5,10.9625,10.5,10.84,10.622005,54107200
19-05-2016,10.7975,10.965,10.7825,10.8875,10.668547,39888000
20-05-2016,10.955,11.1275,10.9375,11.0825,10.859628,39108400
23-05-2016,11.13,11.1725,11.0325,11.1,10.876775,41363600
24-05-2016,11.105,11.375,11.075,11.34,11.140805,41578800
25-05-2016,11.375,11.4225,11.2025,11.2925,11.094136,45807600
26-05-2016,11.3125,11.495,11.28,11.4125,11.212026,30996400
27-05-2016,11.425,11.4925,11.3875,11.475,11.273431,27741600
31-05-2016,11.525,11.705,11.5175,11.68,11.474833,41252400
01-06-2016,11.625,11.815,11.59,11.7025,11.496934,38713200
02-06-2016,11.765,11.885,11.65,11.785,11.577988,32920800
03-06-2016,11.67,11.685,11.415,11.62,11.415887,46107600
06-06-2016,11.65,11.74,11.5,11.56,11.35694,32251200
07-06-2016,11.63,11.695,11.5775,11.5825,11.379045,19340000
08-06-2016,11.585,11.6275,11.45,11.545,11.342205,23461600
09-06-2016,11.505,11.8625,11.48,11.845,11.636937,47216800
10-06-2016,11.705,11.81,11.535,11.55,11.347116,40002400
13-06-2016,11.5625,11.925,11.5625,11.6975,11.492023,47558800
14-06-2016,11.67,11.775,11.54,11.72,11.514129,29834400
15-06-2016,11.8175,11.9425,11.6875,11.84,11.632021,30103600
16-06-2016,11.7525,11.9075,11.6375,11.8875,11.678688,24645600
17-06-2016,11.9025,11.905,11.6325,11.68,11.474833,47100000
20-06-2016,11.8675,12.0425,11.86,11.89,11.681147,29376800
21-06-2016,11.94,11.9725,11.8,11.8175,11.609915,21250800
22-06-2016,11.8425,11.92,11.7875,11.8075,11.600092,20262000
23-06-2016,11.92,12.135,11.9125,12.1225,11.909558,29788000
24-06-2016,11.625,11.84,11.325,11.4325,11.23168,101768400
27-06-2016,11.3375,11.425,11.1425,11.31,11.111329,44908800
28-06-2016,11.525,11.5375,11.3175,11.475,11.273431,38192000
29-06-2016,11.575,11.7525,11.545,11.6625,11.457639,31893200
30-06-2016,11.6825,11.825,11.5875,11.7525,11.546058,43094000
01-07-2016,11.6875,11.84,11.625,11.665,11.460093,21848800
05-07-2016,11.6,11.8575,11.5075,11.8375,11.629562,37108400
06-07-2016,11.755,11.9825,11.695,11.9125,11.703249,27310400
07-07-2016,11.9925,12.265,11.9375,12.2225,12.007798,39540000
08-07-2016,12.3525,12.7725,12.305,12.7125,12.489195,48193200
11-07-2016,12.895,13.1,12.88,13.005,12.776556,44877600
12-07-2016,13.15,13.32,12.985,13.2,12.968129,43676000
13-07-2016,13.225,13.3,13.175,13.195,12.96322,32460400
14-07-2016,13.265,13.45,13.155,13.33,13.095849,31689200
15-07-2016,13.16,13.235,12.96,13.175,12.943571,42861600
18-07-2016,13.3375,13.3575,13.1925,13.2425,13.009885,25299200
19-07-2016,13.235,13.4325,13.21,13.38,13.144969,38265200
20-07-2016,13.425,13.6275,13.37,13.555,13.316895,29646000
21-07-2016,13.525,13.5675,13.26,13.305,13.071287,36130800
22-07-2016,13.3525,13.6675,13.255,13.6675,13.427419,31576800
25-07-2016,13.75,13.9525,13.69,13.92,13.675483,31252800
26-07-2016,14.0425,14.23,14.0225,14.1575,13.908811,51450800
27-07-2016,14.28,14.305,13.93,14.015,13.768817,44667600
28-07-2016,14.0475,14.15,14.0025,14.045,13.798286,22191600
29-07-2016,14.0975,14.3125,13.845,14.275,14.024247,40958800
01-08-2016,14.335,14.3875,14.09,14.1825,13.933372,30112000
02-08-2016,14.25,14.2575,13.875,14.01,13.763905,28274800
03-08-2016,13.9925,14.075,13.915,14.0475,13.800744,29982800
04-08-2016,14.115,14.3725,14.0875,14.3075,14.056178,27271200
05-08-2016,14.4725,14.5575,14.4025,14.55,14.294416,37158800
08-08-2016,14.75,14.785,14.53,14.685,14.427046,30506400
09-08-2016,14.7575,14.865,14.685,14.7225,14.46389,37234400
10-08-2016,14.8525,14.875,14.58,14.6275,14.370557,37574000
11-08-2016,14.705,14.9875,14.675,14.925,14.66283,68106400
12-08-2016,15.475,15.845,15.1575,15.76,15.483164,142574400
15-08-2016,15.7775,15.875,15.5325,15.745,15.468425,57330400
16-08-2016,15.7225,15.7475,15.6025,15.65,15.375095,28765200
17-08-2016,15.65,15.685,15.165,15.2875,15.018963,59521200
18-08-2016,15.265,15.55,15.205,15.525,15.252291,33168400
19-08-2016,15.5175,15.6825,15.45,15.565,15.291588,29156000
22-08-2016,15.6125,15.6525,15.4275,15.63,15.355447,24474800
23-08-2016,15.76,15.83,15.6825,15.7275,15.479706,33976400
24-08-2016,15.7825,15.79,15.4125,15.485,15.24103,29844800
25-08-2016,15.49,15.4975,15.19,15.3825,15.140143,40603200
26-08-2016,15.4225,15.595,15.3,15.5075,15.263174,30002400
29-08-2016,15.57,15.6325,15.4725,15.4975,15.253333,27465200
30-08-2016,15.4775,15.56,15.365,15.4075,15.164747,28554400
31-08-2016,15.4375,15.48,15.29,15.335,15.093391,38854400
01-09-2016,15.3475,15.845,15.335,15.7875,15.538761,42849200
02-09-2016,15.82,15.8375,15.455,15.6325,15.386204,32314800
06-09-2016,15.6875,15.78,15.6075,15.78,15.53138,30681200
07-09-2016,15.73,15.8075,15.4575,15.5475,15.302542,39798800
08-09-2016,15.5325,15.685,15.355,15.66,15.41327,31580800
09-09-2016,15.4875,15.575,14.75,14.88,14.645559,69776000
12-09-2016,14.6825,15.2175,14.33,15.1875,14.948215,59826000
13-09-2016,15.15,15.325,14.8825,14.9675,14.73168,47176800
14-09-2016,15.0025,15.15,14.8775,15.1,14.862095,31904800
15-09-2016,15.125,15.69,15.09,15.6725,15.425574,51521200
16-09-2016,15.7275,15.8125,15.53,15.71,15.462483,90244400
19-09-2016,15.875,16.315001,15.8025,15.9175,15.666711,41712800
20-09-2016,16.1,16.1,15.685,15.7725,15.523998,33111200
21-09-2016,15.82,16.245001,15.8175,16.215,15.959524,33621200
22-09-2016,16.309999,16.360001,16.1625,16.254999,15.998897,30873200
23-09-2016,16.275,16.3225,16.165001,16.237499,15.981672,27613200
26-09-2016,16.0525,16.15,15.8825,16.084999,15.831575,23004000
27-09-2016,16.022499,16.66,16.014999,16.635,16.372904,40275200
28-09-2016,16.66,16.7075,16.4825,16.695,16.431961,31978800
29-09-2016,16.6675,16.9025,16.512501,16.85,16.58452,33668400
30-09-2016,16.942499,17.297501,16.842501,17.129999,16.860113,42993200
03-10-2016,17.129999,17.377501,17.0825,17.112499,16.842888,24259600
04-10-2016,17.137501,17.424999,16.9475,17.075001,16.805983,28162400
05-10-2016,17.219999,17.395,17.004999,17.057501,16.788757,30544000
06-10-2016,16.852501,16.9575,16.565001,16.834999,16.569761,36021200
07-10-2016,16.9475,16.9925,16.665001,16.7125,16.449186,28626000
10-10-2016,16.799999,16.889999,16.6175,16.775,16.510704,28787600
11-10-2016,16.719999,16.745001,16.405001,16.532499,16.272018,38854000
12-10-2016,16.465,16.695,16.327499,16.6075,16.345842,41992000
13-10-2016,16.4125,16.450001,15.925,16.3375,16.080093,39011600
14-10-2016,16.5375,16.65,16.4,16.497499,16.237576,33063600
17-10-2016,16.495001,16.65,16.379999,16.4025,16.144072,19532800
18-10-2016,16.629999,16.747499,16.5625,16.6525,16.390131,26937200
19-10-2016,16.540001,16.695,16.455,16.6175,16.355684,19906000
20-10-2016,16.8125,16.987499,16.575001,16.932501,16.665718,31208400
21-10-2016,16.872499,16.915001,16.725,16.885,16.618973,27950800
24-10-2016,17,17.6975,16.997499,17.6775,17.398985,33983600
25-10-2016,17.647499,18.075001,17.5625,17.967501,17.684414,39746000
26-10-2016,17.817499,18.237499,17.799999,18.040001,17.755772,33379200
27-10-2016,18.1775,18.2125,17.5975,17.67,17.391603,38866400
28-10-2016,17.754999,18.025,17.6075,17.639999,17.362074,29085600
31-10-2016,17.6975,17.907499,17.6875,17.790001,17.509712,25238800
01-11-2016,17.855,17.952499,17.0725,17.262501,16.990522,47322400
02-11-2016,17.395,17.629999,17.16,17.190001,16.919161,29584800
03-11-2016,17.27,17.285,16.66,16.99,16.722315,30966400
04-11-2016,16.877501,17.182501,16.645,16.8925,16.626354,32878000
07-11-2016,17.387501,17.93,17.375,17.817499,17.536783,48758000
08-11-2016,17.885,17.942499,17.625,17.790001,17.509712,42988400
09-11-2016,17.307501,17.725,17.18,17.49,17.214441,45653200
10-11-2016,17.872499,17.875,16.690001,16.942499,16.675564,86928000
11-11-2016,19.877501,22.192499,19.625,21.9925,21.646004,217534400
14-11-2016,22.022499,22.047501,20.905001,20.91,20.580551,134879600
15-11-2016,21.0725,21.862499,20.9825,21.547501,21.208014,62609200
16-11-2016,21.834999,23.139999,21.5875,22.907499,22.546583,98798400
17-11-2016,23.077499,23.6975,22.6625,23.0975,22.733589,83298800
18-11-2016,23.0975,23.5825,22.950001,23.34,22.972265,57606000
21-11-2016,23.522499,23.5875,23.1,23.245001,22.878767,43643600
22-11-2016,23.325001,23.434999,23.094999,23.4125,23.043625,33036800
23-11-2016,23.43,23.8125,23.192499,23.4925,23.156988,44323600
25-11-2016,23.605,23.775,23.352501,23.540001,23.203804,19556400
28-11-2016,23.467501,23.684999,23.4,23.5275,23.191486,27873600
29-11-2016,23.5,23.610001,23.1325,23.3125,22.979551,44456800
30-11-2016,23.4,23.540001,23.025,23.049999,22.720802,44050000
01-12-2016,23.025,23.0425,21.192499,21.91,21.597086,103552400
02-12-2016,21.5625,22.200001,21.280001,22.112499,21.796694,47829200
05-12-2016,22.497499,23.1525,22.25,22.969999,22.641947,60228400
06-12-2016,23.0525,23.432501,22.8925,23.3475,23.014059,49879600
07-12-2016,23.209999,23.825001,23.025,23.7675,23.428059,48080400
08-12-2016,23.797501,24.155001,23.262501,23.370001,23.036236,38154400
09-12-2016,23.549999,23.567499,22.6775,22.955,22.627163,38231200
12-12-2016,22.4625,22.487499,21.885,22.397499,22.077623,60133200
13-12-2016,22.522499,23.0725,22.512501,22.7925,22.46698,38779600
14-12-2016,23.135,24.2775,22.8925,24.112499,23.768133,98398000
15-12-2016,24.225,24.985001,24.15,24.6775,24.32506,74654800
16-12-2016,24.9575,25.174999,24.432501,25.102501,24.743992,108952800
19-12-2016,24.924999,25.612499,24.75,25.407499,25.044632,74465600
20-12-2016,26.145,26.532499,26.030001,26.2925,25.916996,84805600
21-12-2016,26.41,26.487499,25.9275,26.4575,26.079643,57613600
22-12-2016,26.705,27.217501,26.6325,26.7775,26.395067,71861200
23-12-2016,26.594999,27.459999,26.567499,27.445,27.053036,64769200
27-12-2016,28.014999,29.34,27.805,29.33,28.911116,119427200
28-12-2016,29.9,29.9825,27.172501,27.3125,26.922434,229576400
29-12-2016,26.225,27.872499,25.700001,27.8575,27.459648,217536800
30-12-2016,27.8375,27.98,26.575001,26.684999,26.30389,121293200
03-01-2017,26.1,26.592501,24.844999,25.502501,25.138281,150199600
04-01-2017,25.85,26.375,25.3825,26.0975,25.724785,119922000
05-01-2017,26.1325,26.455,25.262501,25.434999,25.071741,98429600
06-01-2017,25.7125,26.0625,25.299999,25.775,25.406881,82285600
09-01-2017,25.875,27,25.875,26.82,26.436962,91624800
10-01-2017,26.952499,27.297501,26.407499,26.6175,26.237358,88092000
11-01-2017,26.5,26.549999,26.0375,26.290001,25.914534,52566400
12-01-2017,26.057501,26.174999,25.405001,25.860001,25.490675,62561600
13-01-2017,25.9,26.25,25.764999,25.8575,25.488213,45782000
17-01-2017,25.75,25.799999,25.1425,25.2775,24.916491,58061200
18-01-2017,25.059999,25.807501,24.7775,25.737499,25.369919,65442400
19-01-2017,25.7675,26.615,25.745001,26.290001,25.914534,64487200
20-01-2017,26.52,26.700001,25.780001,26.002501,25.631138,49202400
23-01-2017,25.950001,26.475,25.924999,26.272499,25.897282,36990400
24-01-2017,26.375,26.895,26.225,26.8325,26.449287,42805200
25-01-2017,27.262501,27.325001,26.5825,26.9475,26.562641,52276000
26-01-2017,26.975,27.487499,26.674999,27.4125,27.020998,45880000
27-01-2017,27.4825,27.9725,27.2125,27.942499,27.543428,47199600
30-01-2017,27.73,27.752501,26.977501,27.504999,27.112181,49600400
31-01-2017,27.237499,27.512501,27.049999,27.295,26.905182,36275600
01-02-2017,27.645,28.530001,27.465,28.487499,28.08065,59000400
02-02-2017,28.325001,28.934999,28.014999,28.8475,28.435503,48324000
03-02-2017,28.862499,28.975,28.475,28.594999,28.186611,37274400
06-02-2017,28.5,29.3325,28.5,29.327499,28.908648,50676800
07-02-2017,29.674999,30.23,29.475,29.782499,29.357153,74622400
08-02-2017,29.6,29.827499,29.094999,29.6525,29.229008,44958000
09-02-2017,29.715,29.764999,28.9,29.094999,28.679472,84256800
10-02-2017,29.9825,30.174999,28.15,28.405001,27.999321,165109200
13-02-2017,28.3475,28.495001,27.049999,27.094999,26.708031,118072400
14-02-2017,26.997499,27.5375,26.5725,27.195,26.80661,85063200
15-02-2017,27.225,27.450001,26.940001,27.25,26.860821,37302000
16-02-2017,27.3475,27.360001,26.415001,26.8125,26.429573,64717600
17-02-2017,26.674999,26.852501,26.1975,26.807501,26.424641,56374000
21-02-2017,27.057501,27.807501,27.055,27.7675,27.370934,55195200
22-02-2017,27.855,27.950001,27.497499,27.690001,27.328983,43377200
23-02-2017,26.375,26.5975,24.92,25.122499,24.794958,159288800
24-02-2017,24.2675,25.5,23.924999,25.365,25.034296,102990400
27-02-2017,25.549999,26.254999,25.389999,26.102501,25.762182,71540000
28-02-2017,26.200001,26.299999,25.195,25.370001,25.03923,62536000
01-03-2017,25.9475,26.092501,25.2775,25.6975,25.362465,50480400
02-03-2017,25.567499,25.709999,24.7225,24.75,24.427319,75433200
03-03-2017,24.6425,24.692499,24.055,24.6075,24.286669,86469200
06-03-2017,24.24,24.525,23.7925,24.4175,24.099155,88356800
07-03-2017,24.4175,24.8825,24.2875,24.684999,24.363161,60340000
08-03-2017,25.174999,25.325001,24.6175,24.639999,24.318747,63871200
09-03-2017,24.477501,24.862499,24.35,24.635,24.313814,47806000
10-03-2017,24.9025,25.022499,24.594999,24.780001,24.456921,49974000
13-03-2017,24.885,25.5625,24.877501,25.4625,25.130524,77413600
14-03-2017,25.592501,25.6875,25.1175,25.445,25.113249,52201600
15-03-2017,25.5625,25.747499,25.08,25.637501,25.303247,61503600
16-03-2017,25.745001,25.9575,25.602501,25.952499,25.614136,52310000
17-03-2017,26.129999,26.530001,25.952499,26.5175,26.17177,111968800
20-03-2017,26.695,27.4025,26.532499,27.362499,27.005751,74856800
21-03-2017,27.1875,27.49,26.397499,26.477501,26.132292,91348400
22-03-2017,26.365,27.065001,26.325001,27.0175,26.665257,61676400
23-03-2017,26.9375,27.139999,26.674999,26.772499,26.423449,53394000
24-03-2017,27.2425,27.3225,26.605,26.8675,26.517208,43950000
27-03-2017,26.395,27.102501,25.895,27.0625,26.709667,50664400
28-03-2017,27.075001,27.2225,26.817499,26.922501,26.571487,43244400
29-03-2017,26.997499,27.122499,26.8125,26.834999,26.485134,34999200
30-03-2017,26.907499,27.5,26.85,27.35,26.993418,52553200
31-03-2017,27.252501,27.4725,27.1,27.2325,26.877445,44080800
03-04-2017,27.237499,27.4125,26.855,27.094999,26.741743,44523200
04-04-2017,25.85,26.105,25.084999,25.195,24.866512,127128000
05-04-2017,25.004999,25.592501,24.875,25.0075,24.681456,74704800
06-04-2017,25.059999,25.3125,24.602501,25.190001,24.861576,63512000
07-04-2017,25.254999,25.432501,24.93,25.0825,24.755482,42906800
10-04-2017,25.09,25.157499,24.4,24.442499,24.123825,75633200
11-04-2017,24.137501,24.725,24.0875,24.530001,24.210182,61814800
12-04-2017,24.530001,24.674999,24.275,24.327499,24.010323,41409200
13-04-2017,24.0825,24.3025,23.872499,23.872499,23.56126,50689200
17-04-2017,24.002501,24.809999,23.950001,24.807501,24.484066,49729200
18-04-2017,24.6625,24.885,24.4,24.8225,24.498871,37011600
19-04-2017,25,25.245001,24.852501,24.92,24.595097,38082800
20-04-2017,25.067499,25.362499,24.852501,25.315001,24.984949,40401600
21-04-2017,25.209999,25.4475,25.09,25.42,25.088575,34189600
24-04-2017,25.74,25.870001,25.5275,25.737499,25.401937,37182000
25-04-2017,25.885,26.3325,25.6675,26.184999,25.843603,38844000
26-04-2017,26.3225,26.3475,25.985001,26.004999,25.665953,32700400
27-04-2017,26.08,26.495001,25.897499,26.41,26.06567,31970000
28-04-2017,26.34,26.41,26.0175,26.075001,25.735039,34824800
01-05-2017,26.184999,26.7125,26.112499,26.66,26.312412,30773200
02-05-2017,26.387501,26.4,25.639999,25.870001,25.532705,62997200
03-05-2017,25.799999,26.16,25.65,26.0625,25.7227,33690400
04-05-2017,26.125,26.237499,25.8825,25.9625,25.624001,20978800
05-05-2017,25.844999,26.0375,25.6875,25.965,25.626474,22842800
08-05-2017,26.084999,26.1,25.577499,25.692499,25.357523,36524000
09-05-2017,25.75,26.2325,25.665001,25.735001,25.399471,84767200
10-05-2017,28.5725,30.455,28.504999,30.3225,29.927164,212909600
11-05-2017,30.012501,32.607498,29.977501,31.625,31.212681,193979200
12-05-2017,31.657499,32.400002,31.445,31.9725,31.555653,96262000
15-05-2017,32.389999,33.602501,32.345001,33.577499,33.139729,108754000
16-05-2017,34.095001,34.360001,33.34,34.202499,33.756569,112070000
17-05-2017,33.525002,33.715,31.887501,31.93,31.513702,127136800
18-05-2017,32.375,33.357498,31.762501,33.267502,32.833778,115603200
19-05-2017,34.2575,34.555,33.805,34,33.592049,101837200
22-05-2017,34.442501,34.869999,34.3325,34.724998,34.308357,83660800
23-05-2017,34.924999,34.947498,33.927502,34.2575,33.846466,68124800
24-05-2017,35.240002,35.267502,34.52,34.642502,34.226856,81599600
25-05-2017,35,35.0075,34.110001,34.564999,34.150276,60822800
26-05-2017,34.482498,36.32,34.2775,35.459999,35.034538,77914000
30-05-2017,35.924999,36.572498,35.762501,36.217499,35.782955,98965200
31-05-2017,36.672501,36.75,35.512501,36.087502,35.654514,88731600
01-06-2017,36.247501,36.2575,35.630001,36.09,35.656967,50334000
02-06-2017,36.060001,36.325001,35.849998,35.91,35.479137,48745600
05-06-2017,35.744999,37.1325,35.627499,37.002499,36.558537,81737600
06-06-2017,36.955002,37.422501,36.700001,36.834999,36.39304,75872800
07-06-2017,37.0825,37.470001,36.924999,37.279999,36.832699,61261200
08-06-2017,38.365002,40,37.947498,39.985001,39.505245,116174400
09-06-2017,41.185001,42.125,35.6875,37.400002,36.95126,369292800
12-06-2017,36.470001,37.924999,35.5275,37.4925,37.042648,169753200
13-06-2017,38.599998,38.692501,36.412498,37.849998,37.395859,167250400
14-06-2017,37.880001,38.514999,37.125,37.93,37.474903,118464000
15-06-2017,36.740002,38.400002,36.625,38.092499,37.635445,96382400
16-06-2017,38.189999,38.674999,37.560001,37.904999,37.450195,92496000
19-06-2017,38.352501,39.3825,38.314999,39.330002,38.858109,77817600
20-06-2017,39.7575,40.435001,39.23,39.272499,38.801296,109544400
21-06-2017,39.552502,39.904999,38.924999,39.8675,39.389153,68265200
22-06-2017,39.950001,40.084999,39.349998,39.592499,39.117455,46913200
23-06-2017,39.669998,39.830002,38.305,38.4575,37.996075,108858800
26-06-2017,38.790001,39.150002,37.0825,38.037498,37.581116,106396000
27-06-2017,37.860001,37.947498,36.587502,36.645,36.205318,99949200
28-06-2017,37.330002,37.985001,36.4375,37.9375,37.482311,99494800
29-06-2017,37.650002,37.68,36.02,36.669998,36.230011,106442400
30-06-2017,36.845001,36.982498,35.875,36.139999,35.706379,73106000
03-07-2017,36.262501,36.412498,34.645,34.8325,34.41457,70907200
05-07-2017,35.474998,36.055,35.282501,35.762501,35.333405,82018800
06-07-2017,35.467499,36.345001,34.939999,35.869999,35.439625,74628400
07-07-2017,36.445,36.875,36.212502,36.689999,36.249786,65497200
10-07-2017,37.435001,38.5,37.169998,38.424999,37.963959,95849200
11-07-2017,38.462502,39.047501,38.037498,38.970001,38.502434,75795600
12-07-2017,39.575001,40.75,39.139999,40.627499,40.140034,114520800
13-07-2017,40.75,41.575001,39.6875,40.157501,39.675682,136913200
14-07-2017,40.322498,41.252499,40.252499,41.237499,40.742722,94194800
17-07-2017,41.5825,41.875,40.4375,41.0625,40.569813,93079200
18-07-2017,40.445,41.637501,40.325001,41.490002,40.992195,77664000
19-07-2017,41.5825,41.849998,41.1525,41.275002,40.779785,68704400
20-07-2017,41.482498,41.877499,40.977501,41.875,41.372578,69959600
21-07-2017,41.6675,42.325001,41.522499,42.025002,41.520748,64833200
24-07-2017,42.0975,42.195,41.43,41.537498,41.039116,65252400
25-07-2017,41.305,41.482498,40.895,41.337502,40.841522,49655600
26-07-2017,41.919998,42.482498,41.462502,41.814999,41.313286,64040400
27-07-2017,42.067501,42.185001,39.389999,40.435001,39.949844,78285600
28-07-2017,40.072498,41.345001,39.82,41.0975,40.604401,51334800
31-07-2017,41.235001,41.599998,40.154999,40.627499,40.140034,55967200
01-08-2017,40.532501,41.139999,40.25,41.122501,40.629105,43138400
02-08-2017,41.4375,41.477501,40.317501,41.0975,40.604401,47844400
03-08-2017,41.092499,41.657501,40.919998,41.619999,41.120632,44242000
04-08-2017,41.849998,42.517502,41.619999,41.802502,41.300938,58909600
07-08-2017,42.0975,43.092499,42,43.087502,42.570522,71741200
08-08-2017,43.4725,43.639999,42.177502,42.575001,42.064175,75533600
09-08-2017,42.107498,43.052502,41.9175,43.0275,42.511246,53078400
10-08-2017,43.040001,43.165001,41.0825,41.185001,40.690853,132808800
11-08-2017,39.285,39.75,38.227501,38.990002,38.522182,149719600
14-08-2017,39.9175,42.137501,39.799999,42.099998,41.594856,127902000
15-08-2017,42.1525,42.4175,41.397499,41.744999,41.244133,76453200
16-08-2017,41.897499,42.134998,40.959999,41.287498,40.79211,59663200
17-08-2017,41.202499,41.375,40.345001,40.3675,39.883167,52544400
18-08-2017,40.9175,41.09,39.91,40.375,39.890568,60120400
21-08-2017,40.622501,40.737499,39.342499,39.787498,39.310116,62367200
22-08-2017,40.122501,40.697498,39.927502,40.637501,40.185272,45045600
23-08-2017,40.299999,41.5625,40.212502,41.450001,40.988731,57952000
24-08-2017,41.775002,41.82,41.029999,41.297501,40.837921,46970000
25-08-2017,41.5425,41.645,40.887501,40.952499,40.496761,35720000
28-08-2017,41.145,41.275002,40.5825,41.2425,40.783531,38949600
29-08-2017,40.647499,41.395,40.564999,41.174999,40.716785,32409600
30-08-2017,41.375,41.532501,41.067501,41.419998,40.959057,38440000
31-08-2017,41.625,42.400002,41.549999,42.360001,41.888599,61268400
01-09-2017,42.487499,42.974998,42.400002,42.615002,42.140762,44543200
05-09-2017,42.095001,42.145,40.889999,41.477501,41.01593,69536400
06-09-2017,41.810001,41.950001,41.099998,41.452499,40.991192,39767200
07-09-2017,41.622501,41.9725,41.237499,41.645,41.181561,35286800
08-09-2017,41.5275,41.677502,40.677502,40.922501,40.467091,49885600
11-09-2017,41.384998,42.357498,41.330002,42.25,41.779823,56744400
12-09-2017,42.5,42.5,41.7425,42.4025,41.930622,41148800
13-09-2017,42.147499,42.884998,41.82,42.592499,42.118507,58096000
14-09-2017,42.197498,43.139999,41.950001,42.349998,41.878708,51371200
15-09-2017,43.215,45.0275,43.162498,45.0275,44.526421,136479200
18-09-2017,46.285,47.799999,46.215,46.887501,46.365719,168446000
19-09-2017,46.377499,47.462502,46.154999,46.837502,46.316284,87428000
20-09-2017,46.875,47.355,46.052502,46.459999,45.942982,72492000
21-09-2017,45.41,45.674999,44.4025,45.189999,44.687084,107560000
22-09-2017,45.075001,45.577499,44.650002,44.75,44.251999,49123200
25-09-2017,44.4375,44.450001,42.540001,42.75,42.274265,87458000
26-09-2017,44.112499,44.669998,42.587502,42.990002,42.511597,112562000
27-09-2017,43.904999,44.067501,43.1875,43.932499,43.443596,71372000
28-09-2017,44.005001,44.044998,43.439999,43.919998,43.431232,43524400
29-09-2017,44.77,44.932499,44.3125,44.692501,44.195145,61909200
02-10-2017,45.200001,45.494999,44.25,44.75,44.251999,50348000
03-10-2017,44.8125,45.145,44.395,44.842499,44.343472,39033200
04-10-2017,44.904999,45.442501,44.535,45.217499,44.714294,42784800
05-10-2017,45.465,45.5,44.889999,45.192501,44.689575,43736400
06-10-2017,44.912498,45.459999,44.75,45.325001,44.820602,31880000
09-10-2017,45.697498,46.682499,45.5075,46.3475,45.831722,56349200
10-10-2017,47.857498,48.237499,46.814999,47.232498,46.706871,97487600
11-10-2017,47.400002,47.75,46.935001,47.735001,47.203777,52950800
12-10-2017,47.77,48.272499,47.482498,47.7575,47.226028,52829200
13-10-2017,48.387501,48.75,47.912498,48.647499,48.106125,62872800
16-10-2017,48.950001,49.512501,48.310001,49.482498,48.931828,57664000
17-10-2017,49.272499,49.724998,49.087502,49.4375,48.887337,47859600
18-10-2017,49.5275,49.535,48.330002,49.395,48.845299,56731600
19-10-2017,48.610001,49.5,48.112499,49.450001,48.8997,57077200
20-10-2017,49.622501,49.897499,49.134998,49.224998,48.677204,45162000
23-10-2017,49.445,49.712502,48.950001,49.154999,48.60799,42869600
24-10-2017,49.247501,49.6875,48.985001,49.669998,49.117252,40724400
25-10-2017,49.27,49.805,47.7925,48.415001,47.876213,82816000
26-10-2017,48.695,49.040001,48.452499,48.922501,48.378075,32274400
27-10-2017,49.450001,50.467499,49.1875,50.465,49.903397,57219200
30-10-2017,50.465,51.522499,50.305,50.959999,50.392883,50405600
31-10-2017,51.282501,51.9725,51.224998,51.702499,51.127144,41190800
01-11-2017,52.337502,52.4925,51.150002,51.799999,51.223534,50257600
02-11-2017,51.5,51.952499,50.912498,51.485001,50.912052,34230800
03-11-2017,51.799999,52.172501,51.334999,52.172501,51.591904,35364000
06-11-2017,51.799999,52.494999,51.674999,52.407501,51.824287,38994400
07-11-2017,52.637501,53.224998,52.514999,53.0075,52.417606,42770000
08-11-2017,52.962502,53,51.810001,52.290001,51.708088,52298800
09-11-2017,51.317501,51.5825,50.092499,51.330002,50.75877,97856400
10-11-2017,53.27,54.6675,52.907501,54.035,53.433681,125325600
13-11-2017,54.035,54.2925,53.002499,53.157501,52.565933,58237600
14-11-2017,53.25,53.700001,52.807499,53.544998,52.949123,52929200
15-11-2017,52.987499,53,51.950001,52.494999,51.910816,50194800
16-11-2017,53.244999,53.549999,52.8125,52.9025,52.313774,44176800
17-11-2017,53.48,53.837502,52.6875,52.84,52.251968,51566400
20-11-2017,52.997501,53.642502,52.625,53.52,52.924404,39610000
21-11-2017,53.922501,54.130001,53.599998,54.012501,53.411427,39917600
22-11-2017,54.25,54.25,53.4025,53.732498,53.171452,35664000
24-11-2017,53.897499,54.25,53.650002,54.240002,53.673656,18075200
27-11-2017,54.327499,54.34,53.502499,53.535,52.976021,42289600
28-11-2017,53.587502,53.682499,52.060001,52.677502,52.127472,51275200
29-11-2017,52.502499,52.529999,47.807499,49.105,48.592281,139678800
30-11-2017,49.799999,50.669998,49.162498,50.177502,49.653576,82376800
01-12-2017,49.827499,50.032501,48.1175,49.419998,48.903973,81154800
04-12-2017,50.012501,50.075001,46.125,46.665001,46.177746,124084400
05-12-2017,45.599998,48.174999,45.145,46.935001,46.444931,98148800
